-8.239517276067157558e-01,-8.401237985003174868e-01,2.330710627371474164e+00,2.315272437409330752e+00,-5.479530614301463265e-01,3.562804660658861616e-02,-6.812901069966160739e-01,-8.875952958630584089e-01,-7.993108948394280766e-01,-7.922400128765375582e-01,-7.714935729168099776e-01,1.405966328385042541e+00
7.697653470677827681e-01,-8.401237985003174868e-01,7.343334853362178949e-01,-8.177078567846216561e-01,-5.479530614301463265e-01,-1.389493817656954677e+00,-6.812901069966160739e-01,-8.875952958630584089e-01,8.187273538233817982e-01,8.617057342561088573e-01,-7.714935729168099776e-01,-5.576737950577542735e-01
7.697653470677827681e-01,7.911845481022407034e-01,7.343334853362178949e-01,2.315272437409330752e+00,1.551483955543594195e+00,1.460749910870131840e+00,-6.812901069966160739e-01,7.350652084569750944e-01,-7.993108948394280766e-01,-7.922400128765375582e-01,-7.714935729168099776e-01,-5.576737950577542735e-01
7.697653470677827681e-01,7.911845481022407034e-01,-8.620436566990384852e-01,7.487822903123545482e-01,-5.479530614301463265e-01,3.562804660658861616e-02,-6.812901069966160739e-01,7.350652084569750944e-01,-7.993108948394280766e-01,8.617057342561088573e-01,8.840720342008080435e-01,1.405966328385042541e+00
2.363482421742281403e+00,7.911845481022407034e-01,7.343334853362178949e-01,-8.177078567846216561e-01,-5.479530614301463265e-01,-1.389493817656954677e+00,-6.812901069966160739e-01,-8.875952958630584089e-01,2.436765602486191895e+00,-7.922400128765375582e-01,-7.714935729168099776e-01,-5.576737950577542735e-01
7.697653470677827681e-01,-8.401237985003174868e-01,-8.620436566990384852e-01,7.487822903123545482e-01,-5.479530614301463265e-01,3.562804660658861616e-02,-6.812901069966160739e-01,7.350652084569750944e-01,-7.993108948394280766e-01,-7.922400128765375582e-01,-7.714935729168099776e-01,-5.576737950577542735e-01
7.697653470677827681e-01,7.911845481022407034e-01,7.343334853362178949e-01,7.487822903123545482e-01,-5.479530614301463265e-01,-1.389493817656954677e+00,-6.812901069966160739e-01,7.350652084569750944e-01,8.187273538233817982e-01,-7.922400128765375582e-01,-7.714935729168099776e-01,-5.576737950577542735e-01
-8.239517276067157558e-01,7.911845481022407034e-01,-8.620436566990384852e-01,7.487822903123545482e-01,1.551483955543594195e+00,1.460749910870131840e+00,1.083710170196689804e+00,-8.875952958630584089e-01,-7.993108948394280766e-01,2.515651481388755162e+00,8.840720342008080435e-01,-5.576737950577542735e-01
7.697653470677827681e-01,-8.401237985003174868e-01,7.343334853362178949e-01,7.487822903123545482e-01,-5.479530614301463265e-01,3.562804660658861616e-02,-6.812901069966160739e-01,7.350652084569750944e-01,8.187273538233817982e-01,2.515651481388755162e+00,-7.714935729168099776e-01,-5.576737950577542735e-01
7.697653470677827681e-01,-8.401237985003174868e-01,-8.620436566990384852e-01,7.487822903123545482e-01,-5.479530614301463265e-01,-1.389493817656954677e+00,-6.812901069966160739e-01,-8.875952958630584089e-01,8.187273538233817982e-01,-7.922400128765375582e-01,-7.714935729168099776e-01,-5.576737950577542735e-01
